ÿ33,-363.77,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
29.85,0.00,334.62,-363.02,-0.18,-0.00,-0.00,-0.00
1.06,0.00,374.36,-320.29,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
1.14,0.00,370.51,-324.64,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
1.22,0.00,365.38,-328.99,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
1.30,0.00,361.54,-334.78,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
1.38,0.00,357.69,-337.68,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
1.46,0.00,353.85,-340.58,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
1.54,0.00,352.56,-344.93,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
1.62,0.00,348.72,-347.83,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
1.70,0.00,346.15,-350.72,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
1.77,0.00,344.87,-352.17,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
1.85,0.00,342.31,-355.07,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
1.93,0.00,341.03,-356.52,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
2.01,0.00,339.74,-356.52,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
2.09,0.00,339.74,-359.42,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
2.17,0.00,338.46,-359.42,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
2.25,0.00,338.46,-360.87,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
2.33,0.00,337.18,-360.87,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
2.41,0.00,335.90,-360.87,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
2.49,0.00,335.90,-359.42,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
2.57,0.00,335.90,-360.87,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
2.64,0.00,335.90,-360.87,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
2.72,0.00,337.18,-360.87,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
2.80,0.00,337.18,-360.87,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
2.88,0.00,335.90,-360.87,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
2.96,0.00,335.90,-360.87,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
3.04,0.00,337.18,-360.87,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
3.12,0.00,337.18,-359.42,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
3.20,0.00,335.90,-359.42,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
3.28,0.00,335.90,-360.87,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
3.36,0.00,335.90,-362.32,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
3.43,0.00,334.62,-362.32,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
3.51,0.00,335.90,-362.32,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
3.59,0.00,334.62,-363.77,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
3.67,0.00,333.33,-365.22,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
3.75,0.00,332.05,-366.67,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
3.83,0.00,332.05,-366.67,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
3.91,0.00,332.05,-366.67,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
3.99,0.00,330.77,-368.12,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
4.07,0.00,329.49,-369.57,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
4.15,0.00,329.49,-369.57,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
4.23,0.00,329.49,-369.57,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
4.30,0.00,329.49,-369.57,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
4.38,0.00,328.21,-369.57,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
4.46,0.00,328.21,-369.57,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
4.54,0.00,329.49,-369.57,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
4.62,0.00,329.49,-369.57,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
4.70,0.00,329.49,-369.57,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
4.78,0.00,329.49,-368.12,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
4.86,0.00,330.77,-366.67,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
4.94,0.00,330.77,-366.67,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
5.01,0.00,330.77,-366.67,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
5.09,0.00,332.05,-366.67,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
5.17,0.00,332.05,-366.67,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
5.25,0.00,332.05,-365.22,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
5.33,0.00,332.05,-365.22,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
5.41,0.00,333.33,-365.22,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
5.49,0.00,332.05,-365.22,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
5.57,0.00,333.33,-365.22,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
5.65,0.00,333.33,-365.22,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
5.73,0.00,333.33,-365.22,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
5.81,0.00,333.33,-365.22,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
5.88,0.00,333.33,-365.22,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
5.96,0.00,332.05,-365.22,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
6.04,0.00,332.05,-366.67,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
6.12,0.00,332.05,-366.67,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
6.20,0.00,330.77,-368.12,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
6.28,0.00,329.49,-368.12,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
6.36,0.00,329.49,-369.57,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
6.44,0.00,329.49,-369.57,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
6.52,0.00,328.21,-369.57,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
6.60,0.00,328.21,-371.01,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
6.68,0.00,328.21,-371.01,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
6.75,0.00,328.21,-371.01,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
6.83,0.00,328.21,-371.01,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
6.91,0.00,326.92,-371.01,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
6.99,0.00,328.21,-371.01,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
7.07,0.00,328.21,-369.57,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
7.15,0.00,328.21,-371.01,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
7.23,0.00,329.49,-369.57,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
7.31,0.00,329.49,-368.12,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
7.39,0.00,329.49,-368.12,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
7.47,0.00,330.77,-368.12,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
7.54,0.00,332.05,-366.67,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
7.62,0.00,333.33,-365.22,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
7.70,0.00,332.05,-365.22,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
7.78,0.00,333.33,-365.22,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
7.86,0.00,333.33,-363.77,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
7.94,0.00,334.62,-363.77,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
8.02,0.00,333.33,-363.77,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
8.10,0.00,334.62,-363.77,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
8.18,0.00,334.62,-363.77,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
8.26,0.00,333.33,-363.77,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
8.34,0.00,333.33,-363.77,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
8.41,0.00,333.33,-363.77,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
8.49,0.00,333.33,-365.22,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
8.57,0.00,333.33,-365.22,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
8.65,0.00,332.05,-366.67,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
8.73,0.00,332.05,-366.67,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
8.81,0.00,332.05,-366.67,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
8.89,0.00,330.77,-368.12,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
8.97,0.00,330.77,-368.12,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
9.05,0.00,329.49,-368.12,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
9.13,0.00,329.49,-369.57,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
9.20,0.00,329.49,-369.57,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
9.28,0.00,328.21,-369.57,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
9.36,0.00,328.21,-371.01,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
9.44,0.00,329.49,-371.01,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
9.52,0.00,328.21,-369.57,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
9.60,0.00,328.21,-369.57,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
9.68,0.00,328.21,-369.57,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
9.76,0.00,330.77,-369.57,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
9.84,0.00,330.77,-368.12,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
9.92,0.00,332.05,-365.22,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
10.00,0.00,332.05,-366.67,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
10.07,0.00,332.05,-366.67,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
10.15,0.00,330.77,-366.67,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
10.23,0.00,330.77,-366.67,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
10.31,0.00,330.77,-368.12,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
10.40,0.00,329.49,-368.12,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
10.48,0.00,330.77,-368.12,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
10.56,0.00,330.77,-368.12,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
10.64,0.00,330.77,-368.12,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
10.72,0.00,329.49,-368.12,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
10.80,0.00,329.49,-368.12,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
10.88,0.00,329.49,-369.57,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
10.96,0.00,329.49,-369.57,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
11.03,0.00,329.49,-368.12,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
11.12,0.00,329.49,-369.57,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
11.20,0.00,329.49,-369.57,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
11.28,0.00,329.49,-369.57,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
11.36,0.00,329.49,-368.12,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
11.44,0.00,329.49,-368.12,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
11.52,0.00,330.77,-368.12,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
11.60,0.00,330.77,-366.67,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
11.68,0.00,330.77,-366.67,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
11.76,0.00,332.05,-365.22,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
11.84,0.00,332.05,-366.67,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
11.92,0.00,332.05,-366.67,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
12.00,0.00,333.33,-365.22,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
12.08,0.00,332.05,-365.22,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
12.16,0.00,332.05,-365.22,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
12.24,0.00,333.33,-365.22,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
12.32,0.00,333.33,-363.77,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
12.40,0.00,334.62,-365.22,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
12.48,0.00,334.62,-362.32,2.00,0.00,0.00,0.06,-0.02,-0.18,-0.00,-0.00,-0.00
12.56,0.00,334.62,-363.77,2.00,0.
